CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitMargin,GrowthPotentialScore,GrowthClass
Pizza,26031,Classic Pizza Grill,QSR,South Auckland,1.05,38.06,1219,259,9857.54,336,192,432,12788.16,7307.52,16441.92,0.262302445,0.41514843,0.32,16,4.72,2039.04,3179.54,32.6,18.63,3264.29,0.27,0.35,0.2,0.45,46395.14,6495.0599999999995,0.13999440458634244,66.6430305701738,High
Pizza,26462,Top Pizza Kitchen,Full-service,South Auckland,1.05,34.28,959,336,11518.08,218,125,280,7473.04,4285.0,9598.4,0.354684281,0.463633687,0.31,14,4.13,1156.4,2092.63,-958.93,-549.84,587.46,0.54,0.35,0.2,0.45,32874.52,1171.3200000000002,0.0356300259288957,53.62073446411429,Medium
Pizza,26156,Lucky Pizza Cafe,Cafe,South Auckland,1.05,36.42,1480,314,11435.88,408,233,525,14859.36,8485.86,19120.5,0.221691654,0.40473767,0.3,11,3.25,1706.25,4272.11,1093.21,624.31,5436.61,0.27,0.35,0.2,0.45,53901.6,11426.239999999998,0.2119833177493803,72.83381680056819,High
Pizza,25185,Lucky Pizza Eatery,Cafe,South Auckland,1.05,44.86,1890,401,17988.86,521,298,670,23372.06,13368.28,30056.2,0.26823447,0.363766532,0.31,11,3.25,2177.5,6619.88,1355.56,775.35,8883.15,0.27,0.35,0.2,0.45,84785.4,17633.940000000002,0.20798321409110535,84.1484942692097,High
Pizza,25306,Top Pizza Bistro,Cafe,North Shore,1.03,32.49,1874,443,14393.07,501,286,644,16277.49,9292.14,20923.56,0.211561268,0.428478834,0.3,10,2.95,1899.8,5180.93,976.0,557.16,5631.84,0.31,0.35,0.2,0.45,60886.259999999995,12345.93,0.20277037873569506,62.989318934265995,Medium
Pizza,26683,Classic Pizza Kitchen,Ghost Kitchen,North Shore,1.03,31.6,1152,75,2370.0,377,215,485,11913.2,6794.0,15326.0,0.277710302,0.246876524,0.31,16,4.72,2289.2,1126.73,1970.6,1123.82,4996.98,0.07,0.35,0.2,0.45,36403.2,9218.13,0.2532230683016878,58.00559511521448,Medium
Pizza,26199,Urban Pizza House,Ghost Kitchen,CBD,0.99,41.76,1550,114,4760.64,503,287,646,21005.28,11985.12,26976.96,0.25115767,0.283551557,0.32,12,3.54,2286.84,2215.08,3051.87,1741.33,10265.29,0.08,0.35,0.2,0.45,64728.0,17273.57,0.26686395377580024,51.8610998206353,Medium
Pizza,26685,Top Pizza Grill,Cafe,South Auckland,1.05,32.52,1572,381,12390.12,417,238,536,13560.84,7739.76,17430.72,0.264908879,0.431599406,0.28,15,4.43,2374.48,3760.3,318.57,181.82,2915.6,0.32,0.35,0.2,0.45,51121.44,7176.290000000001,0.14037730549061217,65.62753788567055,High
Pizza,25878,Classic Pizza Cafe,Full-service,South Auckland,1.05,43.16,1772,469,20242.04,456,261,586,19680.96,11264.76,25291.76,0.372721858,0.544081088,0.3,7,2.07,1213.02,1684.08,-4266.89,-2442.23,891.18,0.36,0.35,0.2,0.45,76479.52,-4133.860000000001,-0.054051855973991474,63.79457403731465,High
Pizza,26040,Classic Pizza Eatery,Cafe,West Auckland,1.04,45.41,645,167,7583.47,167,96,215,7583.47,4359.36,9763.15,0.237470008,0.35193967,0.33,8,2.36,507.4,3113.7,611.15,351.32,3501.25,0.35,0.35,0.2,0.45,29289.449999999997,7577.42,0.2587081696651866,69.90476097536597,High
Pizza,26527,Lucky Pizza Grill,QSR,West Auckland,1.04,40.03,1788,334,13370.02,509,291,654,20375.27,11648.73,26179.62,0.26533634,0.355893924,0.3,4,1.18,771.72,5064.16,1604.95,917.57,9144.33,0.23,0.35,0.2,0.45,71573.64,16731.01,0.2337593840413873,75.65422615420164,High
Pizza,25476,King Pizza House,Cafe,North Shore,1.03,33.94,1230,312,10589.28,321,184,413,10894.74,6244.96,14017.22,0.235909214,0.432622271,0.3,14,4.13,1705.69,3510.01,342.84,196.52,2940.58,0.34,0.35,0.2,0.45,41746.2,6989.950000000001,0.16743919207017646,55.06378558885554,Medium
Pizza,26447,Lucky Pizza Tavern,QSR,CBD,0.99,37.78,510,105,3966.9,142,81,182,5364.76,3060.18,6875.96,0.21940292,0.387422295,0.29,11,3.25,591.5,1559.69,553.51,315.73,2111.95,0.26,0.35,0.2,0.45,19267.8,4540.879999999999,0.23567195009290107,35.3668109275549,Low
Pizza,26204,Urban Pizza Grill,Full-service,South Auckland,1.05,38.05,1440,480,18264.0,336,192,432,12784.8,7305.6,16437.6,0.354036158,0.469472704,0.31,14,4.13,1784.16,3223.43,-1706.88,-975.36,1116.93,0.5,0.35,0.2,0.45,54792.0,1658.12,0.030262082055774565,61.575609944015206,Medium
Pizza,25357,Classic Pizza Tavern,Full-service,CBD,0.99,30.21,1163,314,9485.94,297,170,382,8972.37,5135.7,11540.22,0.397544512,0.521062245,0.28,12,3.54,1352.28,772.09,-1781.97,-1019.98,-412.98,0.37,0.35,0.2,0.45,35134.23,-2442.84,-0.06952877578361615,15.190025230527402,Low
Pizza,26005,Top Pizza Cafe,Full-service,South Auckland,1.05,43.39,729,243,10543.77,170,97,219,7376.3,4208.83,9502.41,0.372089598,0.506588339,0.28,10,2.95,646.05,1279.19,-1170.46,-667.85,506.8,0.5,0.35,0.2,0.45,31631.31,-52.31999999999999,-0.001654057324846805,56.519072520865656,Medium
Pizza,26248,Lucky Pizza Bistro,QSR,North Shore,1.03,34.53,610,110,3798.3,175,100,225,6042.75,3453.0,7769.25,0.205075883,0.422484086,0.29,14,4.13,929.25,1414.64,498.16,284.67,1964.33,0.22,0.35,0.2,0.45,21063.3,4161.8,0.19758537361192216,51.06138291304892,Medium
Pizza,26087,King Pizza Diner,QSR,West Auckland,1.04,36.97,562,97,3586.09,163,93,209,6026.11,3438.21,7726.73,0.211319309,0.364706583,0.33,15,4.43,925.87,1520.41,566.3,323.1,2350.06,0.21,0.35,0.2,0.45,20777.14,4759.87,0.22909168441854846,59.775504629964246,Medium
Pizza,25927,Urban Pizza Diner,Cafe,North Shore,1.03,36.69,1847,518,19005.42,465,266,598,17060.85,9759.54,21940.62,0.2245838,0.426185135,0.29,12,3.54,2116.92,6637.28,1010.53,578.07,5545.43,0.39,0.35,0.2,0.45,67766.43,13771.31,0.2032172861990812,66.34699160094301,High
Pizza,25646,Top Pizza Kitchen,Full-service,West Auckland,1.04,39.04,956,287,11204.48,234,134,301,9135.36,5231.36,11751.04,0.357817518,0.527648158,0.3,5,1.48,445.48,1283.3,-1694.3,-970.24,900.42,0.43,0.35,0.2,0.45,37322.240000000005,-480.82000000000005,-0.012882935215035324,49.41596713730993,Medium
Pizza,25323,Lucky Pizza Cafe,QSR,CBD,0.99,40.18,1324,238,9562.84,380,217,489,15268.4,8719.06,19648.02,0.226196178,0.421025983,0.28,9,2.66,1300.74,3373.56,1111.2,634.55,5630.65,0.22,0.35,0.2,0.45,53198.31999999999,10749.96,0.20207329855529274,43.75479104759811,Low
Pizza,26172,Top Pizza Cafe,Cafe,South Auckland,1.05,36.39,1808,468,17030.52,469,268,603,17066.91,9752.52,21943.17,0.27470432,0.355725291,0.28,13,3.84,2315.52,6293.98,1528.69,873.54,5794.03,0.35,0.35,0.2,0.45,65793.12,14490.239999999998,0.2202394414491971,76.82394734506728,High
Pizza,25201,Lucky Pizza Kitchen,QSR,West Auckland,1.04,41.26,893,195,8045.7,244,140,314,10067.44,5776.4,12955.64,0.231416653,0.404841994,0.33,18,5.31,1667.34,2926.55,339.69,194.9,3045.16,0.28,0.35,0.2,0.45,36845.18,6506.3,0.1765848341628403,63.420728102329846,Medium
Pizza,25687,Classic Pizza Corner,Cafe,West Auckland,1.04,33.9,1465,403,13661.7,372,212,478,12610.8,7186.8,16204.2,0.27844196,0.387741361,0.29,6,1.77,846.06,4560.5,552.56,314.9,4563.17,0.38,0.35,0.2,0.45,49663.5,9991.13,0.20117651796591057,64.78036200285062,High
Pizza,26378,King Pizza Cafe,Ghost Kitchen,West Auckland,1.04,42.33,1544,73,3090.09,515,294,662,21799.95,12445.02,28022.46,0.266469525,0.296299077,0.3,9,2.66,1760.92,1351.08,2991.64,1707.85,10491.38,0.05,0.35,0.2,0.45,65357.52,16541.949999999997,0.25309941380884704,76.36107296879912,High
Pizza,25530,Classic Pizza Corner,QSR,North Shore,1.03,38.97,1767,364,14185.08,491,281,631,19134.27,10950.57,24590.07,0.201766975,0.403794487,0.31,5,1.48,933.88,5595.14,1615.67,924.65,8765.39,0.26,0.35,0.2,0.45,68859.98999999999,16900.85,0.24543788054572765,70.30751104564634,High
Pizza,26218,Lucky Pizza Bistro,Full-service,South Auckland,1.05,37.0,1193,322,11914.0,305,174,392,11285.0,6438.0,14504.0,0.365280652,0.468981652,0.32,17,5.02,1967.84,1974.6,-1740.85,-993.14,436.02,0.37,0.35,0.2,0.45,44141.0,-323.37,-0.007325842187535398,55.53562849223408,Medium
Pizza,25989,Classic Pizza Grill,QSR,CBD,0.99,43.26,1794,414,17909.64,483,276,621,20894.58,11939.76,26864.46,0.222421053,0.400567385,0.27,8,2.36,1465.56,6752.14,2235.96,1277.69,8662.65,0.3,0.35,0.2,0.45,77608.44,18928.440000000002,0.24389666897053983,54.178320170180285,Medium
Pizza,25533,Urban Pizza Kitchen,Cafe,West Auckland,1.04,39.97,1712,415,16587.55,454,259,584,18146.38,10352.23,23342.48,0.268391657,0.386257218,0.28,12,3.54,2067.36,5728.53,1185.89,676.53,5993.99,0.32,0.35,0.2,0.45,68428.64,13584.939999999999,0.19852710794778325,72.42817669881597,High
Pizza,25897,Top Pizza Grill,QSR,CBD,0.99,40.49,734,137,5547.13,209,119,269,8462.41,4818.31,10891.81,0.250187469,0.406437873,0.32,5,1.48,398.12,1904.74,197.81,112.63,3341.85,0.23,0.35,0.2,0.45,29719.660000000003,5557.030000000001,0.18698161419074108,36.78142479809996,Low
Pizza,26059,King Pizza Corner,QSR,CBD,0.99,41.01,1536,326,13369.26,424,242,544,17388.24,9924.42,22309.44,0.223241485,0.408812939,0.29,3,0.89,484.16,4919.16,1355.34,773.56,7724.5,0.27,0.35,0.2,0.45,62991.36,14772.56,0.23451724172965943,48.88992696967349,Medium
Pizza,25656,Classic Pizza Cafe,Full-service,CBD,0.99,33.55,1917,548,18385.4,479,274,616,16070.45,9192.7,20666.8,0.391183319,0.468937353,0.33,8,2.36,1453.76,2571.74,-3055.32,-1747.72,1437.1,0.4,0.35,0.2,0.45,64315.350000000006,-794.2000000000003,-0.01234852955009963,29.867184403561094,Low
Pizza,25657,Top Pizza House,Ghost Kitchen,West Auckland,1.04,44.67,1309,74,3305.58,432,247,556,19297.44,11033.49,24836.52,0.264117753,0.244468622,0.29,8,2.36,1312.16,1624.41,3886.77,2222.3,10892.84,0.06,0.35,0.2,0.45,58473.03,18626.32,0.3185454901174097,80.30232231867627,High
Pizza,26185,Lucky Pizza Grill,Full-service,West Auckland,1.04,41.54,1614,418,17363.72,419,239,538,17405.26,9928.06,22348.52,0.374863437,0.524074592,0.32,13,3.84,2065.92,1754.81,-3810.67,-2173.63,192.67,0.35,0.35,0.2,0.45,67045.56,-4036.8199999999997,-0.060210101906822765,55.319824935675236,Medium
Pizza,25620,Urban Pizza Bistro,QSR,South Auckland,1.05,43.51,1521,332,14445.32,416,238,535,18100.16,10355.38,23277.85,0.265463374,0.448396007,0.3,16,4.72,2525.2,4133.39,-250.86,-143.52,4135.54,0.28,0.35,0.2,0.45,66178.70999999999,7874.55,0.11898917340637194,73.1015642994396,High
Pizza,26025,Urban Pizza Grill,Full-service,West Auckland,1.04,37.75,1344,410,15477.5,327,187,420,12344.25,7059.25,15855.0,0.39856462,0.466798004,0.27,17,5.02,2108.4,2083.85,-1670.95,-955.56,26.28,0.44,0.35,0.2,0.45,50736.0,-516.3800000000001,-0.0101777830337433,52.58145722671678,Medium
Pizza,25863,King Pizza Tavern,Full-service,CBD,0.99,33.33,970,296,9865.68,236,135,303,7865.88,4499.55,10098.99,0.373597342,0.482115126,0.31,7,2.07,627.21,1423.49,-1303.47,-745.63,829.95,0.44,0.35,0.2,0.45,32330.1,204.34000000000003,0.006320425857018693,20.94579397401945,Low
Pizza,26188,Classic Pizza Tavern,Full-service,South Auckland,1.05,33.24,1755,600,19944.0,404,231,520,13428.96,7678.44,17284.8,0.380446089,0.461335604,0.31,4,1.18,613.6,3155.51,-2038.27,-1165.45,2121.17,0.52,0.35,0.2,0.45,58336.2,2072.96,0.03553471086563746,61.11644442660873,Medium
Pizza,26271,Classic Pizza Bistro,QSR,South Auckland,1.05,39.47,1174,234,9235.98,329,188,423,12985.63,7420.36,16695.81,0.270539454,0.412952752,0.28,17,5.02,2123.46,2923.26,474.08,270.9,3160.89,0.25,0.35,0.2,0.45,46337.78,6829.13,0.14737715099860202,67.87827551950691,High
Pizza,25504,Top Pizza Tavern,QSR,West Auckland,1.04,32.61,1703,340,11087.4,477,273,613,15554.97,8902.53,19989.93,0.210267849,0.409942657,0.3,15,4.43,2715.59,4210.88,1241.12,710.33,4876.38,0.25,0.35,0.2,0.45,55534.83,11038.71,0.1987709334844457,66.0193854581745,High
Pizza,25894,King Pizza Grill,Cafe,CBD,0.99,36.87,1251,288,10618.56,337,193,433,12425.19,7115.91,15964.71,0.230757518,0.411095651,0.29,17,5.02,2173.66,3803.0,846.74,484.93,3544.05,0.3,0.35,0.2,0.45,46124.369999999995,8678.720000000001,0.18815910114327852,39.20077833320374,Low
Pizza,26194,Classic Pizza Cafe,Full-service,North Shore,1.03,39.04,1801,631,24634.24,410,234,526,16006.4,9135.36,20535.04,0.392636619,0.514461832,0.28,17,5.02,2640.52,2288.56,-2994.77,-1709.21,-732.78,0.54,0.35,0.2,0.45,70311.04000000001,-3148.2,-0.044775329734846755,51.181641039242585,Medium
Pizza,26558,Top Pizza Kitchen,QSR,South Auckland,1.05,35.55,1184,244,8674.2,329,188,423,11695.95,6683.4,15037.65,0.232291806,0.425341091,0.32,8,2.36,998.28,2969.76,261.6,149.49,4150.12,0.26,0.35,0.2,0.45,42091.200000000004,7530.97,0.17892029687915761,66.73650879453645,High
Pizza,25427,Lucky Pizza Bistro,QSR,North Shore,1.03,44.82,700,135,6050.7,198,113,254,8874.36,5064.66,11384.28,0.221595378,0.442231499,0.28,8,2.36,599.44,2034.08,498.5,284.5,3227.65,0.24,0.35,0.2,0.45,31374.0,6044.73,0.19266685790782176,60.52985121608545,Medium
Pizza,26357,Classic Pizza House,QSR,CBD,0.99,38.57,1817,419,16160.83,489,280,629,18860.73,10799.6,24260.53,0.274983283,0.411861554,0.31,11,3.25,2044.25,5060.85,59.51,34.07,5553.06,0.3,0.35,0.2,0.45,70081.69,10707.490000000002,0.15278584177978585,44.251147571858,Low
Pizza,25791,Classic Pizza Bistro,Ghost Kitchen,South Auckland,1.05,46.18,1554,45,2078.1,528,302,679,24383.04,13946.36,31356.22,0.26082389,0.285453698,0.31,5,1.48,1004.92,942.88,3504.39,2004.4,13222.1,0.03,0.35,0.2,0.45,71763.72,19673.77,0.27414646286452266,86.19534796164807,High
Pizza,25753,Urban Pizza Kitchen,QSR,West Auckland,1.04,38.52,799,179,6895.08,217,124,279,8358.84,4776.48,10747.08,0.227842675,0.371170261,0.32,10,2.95,823.05,2764.84,676.96,386.83,3486.39,0.29,0.35,0.2,0.45,30777.480000000003,7315.02,0.23767442948545495,64.18666119015549,High
Pizza,25147,King Pizza Eatery,QSR,CBD,0.99,36.78,1208,264,9709.92,330,189,425,12137.4,6951.42,15631.5,0.233279584,0.399572163,0.27,12,3.54,1504.5,3564.98,1179.13,675.32,4234.58,0.28,0.35,0.2,0.45,44430.24,9654.01,0.21728466918027003,40.63127682906874,Low
Pizza,26576,King Pizza Kitchen,Full-service,North Shore,1.03,39.31,713,250,9827.5,162,93,208,6368.22,3655.83,8176.48,0.365208661,0.481922785,0.31,17,5.02,1044.16,1502.32,-1000.65,-574.45,205.77,0.54,0.35,0.2,0.45,28028.030000000002,132.98999999999992,0.004744892880448605,43.27206614137483,Low
Pizza,25231,Top Pizza House,Full-service,CBD,0.99,30.58,1608,459,14036.22,402,230,517,12293.16,7033.4,15809.86,0.37593186,0.479613356,0.32,3,0.89,460.13,2027.6,-2158.01,-1234.68,1823.68,0.4,0.35,0.2,0.45,49172.64,458.5899999999997,0.009326121192598154,25.512921327760264,Low
Pizza,26645,Urban Pizza Tavern,Cafe,North Shore,1.03,45.34,666,172,7798.48,173,99,222,7843.82,4488.66,10065.48,0.224250628,0.428476973,0.29,11,3.25,721.5,2708.2,449.23,257.08,2773.96,0.35,0.35,0.2,0.45,30196.44,6188.469999999999,0.2049403837008601,61.445023158539904,Medium
Pizza,25757,Top Pizza Kitchen,Cafe,South Auckland,1.05,38.02,1872,386,14675.72,520,297,669,19770.4,11291.94,25435.38,0.210788026,0.40931863,0.33,12,3.54,2368.26,5575.21,986.41,563.39,7294.47,0.26,0.35,0.2,0.45,71173.44,14419.48,0.202596361788892,77.71280986559832,High
Pizza,25314,Lucky Pizza Eatery,QSR,South Auckland,1.05,38.23,1116,186,7110.78,326,186,418,12462.98,7110.78,15980.14,0.217746736,0.420422326,0.32,3,0.89,372.02,2572.9,521.34,297.45,5410.09,0.2,0.35,0.2,0.45,42664.67999999999,8801.78,0.20630132465542933,70.16826036581982,High
Pizza,26635,Urban Pizza Eatery,Ghost Kitchen,South Auckland,1.05,33.14,1066,60,1988.4,352,201,453,11665.28,6661.14,15012.42,0.266349605,0.24646977,0.31,14,4.13,1870.89,968.71,2066.86,1180.22,5442.87,0.06,0.35,0.2,0.45,35327.24,9658.66,0.2734054514306807,69.78216808060094,High
Pizza,26287,Lucky Pizza Diner,Full-service,North Shore,1.03,37.66,784,250,9415.0,187,107,240,7042.42,4029.62,9038.4,0.356693006,0.507279146,0.31,7,2.07,496.8,1280.7,-1225.18,-701.04,732.67,0.47,0.35,0.2,0.45,29525.439999999995,87.14999999999998,0.0029516918291480156,42.48109482586452,Low
Pizza,25924,King Pizza Corner,Full-service,North Shore,1.03,37.23,1287,423,15748.29,302,173,389,11243.46,6440.79,14482.47,0.396817928,0.530299018,0.27,16,4.72,1836.08,1147.78,-2216.28,-1269.59,-780.55,0.49,0.35,0.2,0.45,47915.01,-3118.6400000000003,-0.06508691117877259,42.835028377266475,Low
Pizza,26086,Top Pizza House,QSR,South Auckland,1.05,42.92,1520,304,13047.68,426,243,547,18283.92,10429.56,23477.24,0.258586944,0.380055402,0.3,12,3.54,1936.38,4714.88,1121.86,639.93,6547.3,0.25,0.35,0.2,0.45,65238.399999999994,13023.970000000001,0.19963656374160008,78.0148483997984,High
Pizza,25966,Classic Pizza House,Cafe,CBD,0.99,35.69,1155,273,9743.37,309,176,397,11028.21,6281.44,14168.93,0.22183819,0.38376959,0.33,10,2.95,1171.15,3842.71,710.13,404.48,4416.97,0.31,0.35,0.2,0.45,41221.95,9374.29,0.22741015405627346,39.81661695808215,Low
Pizza,26453,King Pizza Cafe,Full-service,South Auckland,1.05,34.03,1597,532,18103.96,373,213,479,12693.19,7248.39,16300.37,0.352824208,0.478757399,0.31,9,2.66,1274.14,3049.04,-1797.12,-1026.24,1471.14,0.5,0.35,0.2,0.45,54345.91,1696.8200000000002,0.031222588783590154,59.838845656772456,Medium
Pizza,25684,Lucky Pizza Cafe,Ghost Kitchen,South Auckland,1.05,32.73,579,16,523.68,197,113,253,6447.81,3698.49,8280.69,0.297161237,0.348697689,0.33,5,1.48,374.44,185.46,155.66,89.29,2558.09,0.03,0.35,0.2,0.45,18950.67,2988.5,0.15769890985384688,56.50001600774579,Medium
Pizza,26091,King Pizza Grill,Full-service,CBD,0.99,35.31,1086,357,12605.67,255,146,328,9004.05,5155.26,11581.68,0.394978213,0.50199599,0.32,12,3.54,1161.12,1298.71,-1953.65,-1118.56,32.09,0.49,0.35,0.2,0.45,38346.66,-1741.41,-0.04541229927195745,20.388407334088413,Low
Pizza,26631,Lucky Pizza Corner,Full-service,West Auckland,1.04,38.6,1471,449,17331.4,358,204,460,13818.8,7874.4,17756.0,0.352456971,0.523055132,0.3,17,5.02,2309.2,2157.55,-2425.37,-1382.05,-98.79,0.44,0.35,0.2,0.45,56780.6,-1748.6599999999996,-0.030796786226281507,53.26358832290319,Medium
Pizza,26063,Classic Pizza Diner,QSR,North Shore,1.03,43.18,1682,325,14033.5,475,271,611,20510.5,11701.78,26382.98,0.25860716,0.377645603,0.3,13,3.84,2346.24,5104.65,1307.49,745.96,7250.5,0.24,0.35,0.2,0.45,72628.76,14408.599999999999,0.19838697507709066,69.8631780965065,High
Pizza,25217,Urban Pizza Kitchen,Cafe,West Auckland,1.04,32.22,708,179,5767.38,185,106,238,5960.7,3415.32,7668.36,0.24698731,0.444379509,0.28,14,4.13,982.94,1780.0,170.67,97.79,1383.77,0.34,0.35,0.2,0.45,22811.76,3432.23,0.1504587984443112,51.934535486926606,Medium
Pizza,25326,Top Pizza Cafe,QSR,South Auckland,1.05,42.59,1591,357,15204.63,432,247,555,18398.88,10519.73,23637.45,0.23504476,0.44542568,0.31,17,5.02,2786.1,4858.33,175.33,100.25,4766.76,0.29,0.35,0.2,0.45,67760.69,9900.67,0.1461122960819909,74.87531289680445,High
Pizza,26661,Classic Pizza Kitchen,Full-service,South Auckland,1.05,42.96,1800,600,25776.0,420,240,540,18043.2,10310.4,23198.4,0.365962669,0.532778966,0.28,14,4.13,2230.2,2610.04,-3225.07,-1842.9,118.83,0.5,0.35,0.2,0.45,77328.0,-2339.1000000000004,-0.030249068901303543,65.52093908052454,High
Pizza,26446,Urban Pizza Kitchen,Full-service,West Auckland,1.04,37.32,1324,364,13584.48,336,192,432,12539.52,7165.44,16122.24,0.366639859,0.52360003,0.28,14,4.13,1784.16,1491.03,-2134.73,-1219.84,-14.58,0.38,0.35,0.2,0.45,49411.68,-1878.12,-0.03800963658794843,50.1262806799184,Medium
Pizza,26273,Urban Pizza Diner,Cafe,North Shore,1.03,31.9,1628,457,14578.3,410,234,527,13079.0,7464.6,16811.3,0.217616391,0.397422545,0.31,7,2.07,1090.89,5612.08,980.42,559.55,5380.81,0.39,0.35,0.2,0.45,51933.2,12532.86,0.24132655026071956,62.4835356591126,Medium
Pizza,26098,Classic Pizza Grill,Full-service,CBD,0.99,42.03,1375,439,18451.17,328,187,421,13785.84,7859.61,17694.63,0.373272623,0.517080234,0.33,13,3.84,1616.64,2023.12,-3037.75,-1731.89,323.53,0.47,0.35,0.2,0.45,57791.25,-2422.9900000000007,-0.04192658923279909,29.45149601148993,Low
Pizza,25574,Lucky Pizza Kitchen,Cafe,South Auckland,1.05,42.64,974,194,8272.16,273,156,351,11640.72,6651.84,14966.64,0.220691327,0.351094516,0.27,11,3.25,1140.75,3542.26,1841.73,1052.42,5268.18,0.25,0.35,0.2,0.45,41531.36,11704.59,0.2818253483632609,77.5496226777635,High
Pizza,26436,Lucky Pizza Diner,Cafe,West Auckland,1.04,39.72,629,133,5282.76,174,99,223,6911.28,3932.28,8857.56,0.254427243,0.357616775,0.32,18,5.31,1184.13,2049.48,469.66,267.22,2252.21,0.27,0.35,0.2,0.45,24983.88,5038.57,0.20167283864635915,61.000955806293646,Medium
Pizza,26546,Top Pizza Tavern,QSR,North Shore,1.03,39.02,1525,254,9911.08,445,254,572,17363.9,9911.08,22319.44,0.245379131,0.369287445,0.29,8,2.36,1349.92,3819.07,1655.36,944.86,7250.51,0.2,0.35,0.2,0.45,59505.5,13669.8,0.22972330288796833,66.7394575884431,High
Pizza,26426,Top Pizza House,QSR,South Auckland,1.05,37.63,1638,378,14224.14,441,252,567,16594.83,9482.76,21336.21,0.227269723,0.43024826,0.28,17,5.02,2846.34,4871.51,1036.88,592.5,4460.93,0.3,0.35,0.2,0.45,61637.94,10961.82,0.17784208881737448,73.24191605431987,High
Pizza,26347,Classic Pizza Kitchen,QSR,North Shore,1.03,39.53,1330,274,10831.22,370,211,475,14626.1,8340.83,18776.75,0.231074647,0.390396465,0.3,12,3.54,1681.5,4099.93,1148.57,655.0,5426.04,0.26,0.35,0.2,0.45,52574.9,11329.54,0.2154933247614356,64.16280890377263,High
Pizza,25551,Classic Pizza Tavern,Cafe,South Auckland,1.05,36.52,1788,492,17967.84,454,259,583,16580.08,9458.68,21291.16,0.233950318,0.372183836,0.3,3,0.89,518.87,7076.92,1556.3,887.85,7866.99,0.38,0.35,0.2,0.45,65297.759999999995,17388.059999999998,0.26628876702661775,79.8260310288648,High
Pizza,26373,Lucky Pizza Kitchen,Cafe,CBD,0.99,30.09,1083,237,7131.33,296,169,381,8906.64,5085.21,11464.29,0.252854062,0.350219597,0.3,14,4.13,1573.53,2830.61,863.29,492.89,2976.95,0.28,0.35,0.2,0.45,32587.47,7163.74,0.21983111913873643,33.73019112570926,Low
Pizza,25271,Lucky Pizza House,Ghost Kitchen,South Auckland,1.05,38.09,1560,45,1714.05,530,303,682,20187.7,11541.27,25977.38,0.265133102,0.255467749,0.29,6,1.77,1207.14,821.71,3823.53,2185.91,11246.39,0.03,0.35,0.2,0.45,59420.40000000001,18077.54,0.30423120679093374,81.32658689955844,High
Pizza,25095,Urban Pizza Cafe,Cafe,CBD,0.99,38.96,1150,244,9506.24,317,181,408,12350.32,7051.76,15895.68,0.219332031,0.447013896,0.3,18,5.31,2166.48,3171.8,415.64,237.32,3137.18,0.27,0.35,0.2,0.45,44804.0,6961.9400000000005,0.155386572627444,37.725867437604336,Low
Pizza,25946,Urban Pizza Bistro,QSR,West Auckland,1.04,45.29,1315,295,13360.55,357,204,459,16168.53,9239.16,20788.11,0.27559602,0.386526605,0.29,16,4.72,2166.48,4514.23,774.11,442.35,4857.35,0.29,0.35,0.2,0.45,59556.350000000006,10588.04,0.17778188220063856,71.41899113034664,High
Pizza,25649,Classic Pizza Kitchen,QSR,South Auckland,1.05,39.19,724,162,6348.78,197,112,253,7720.43,4389.28,9915.07,0.213539249,0.405171946,0.31,8,2.36,597.08,2420.72,550.38,312.91,3183.43,0.29,0.35,0.2,0.45,28373.559999999998,6467.44,0.2279389685326762,68.31613814646813,High
Pizza,25934,Urban Pizza Grill,Cafe,North Shore,1.03,45.2,1890,390,17628.0,525,300,675,23730.0,13560.0,30510.0,0.203595287,0.379665743,0.33,11,3.25,2193.75,7346.27,2058.32,1176.18,10520.96,0.26,0.35,0.2,0.45,85428.0,21101.73,0.247011869644613,77.0693529779405,High
Pizza,26476,Lucky Pizza Corner,Full-service,CBD,0.99,31.94,1747,590,18844.6,405,231,521,12935.7,7378.14,16640.74,0.351937074,0.474660008,0.33,12,3.54,1844.34,3267.71,-2025.69,-1155.4,1041.21,0.51,0.35,0.2,0.45,55799.18000000001,1127.83,0.02021230419515125,28.8820327308524,Low
Pizza,26599,Lucky Pizza Cafe,Full-service,CBD,0.99,35.67,2087,627,22365.09,511,292,657,18227.37,10415.64,23435.19,0.355992888,0.526625352,0.3,12,3.54,2325.78,2625.25,-3328.65,-1902.09,425.08,0.43,0.35,0.2,0.45,74443.29,-2180.41,-0.02928954375874575,32.34291670422611,Low
Pizza,25317,King Pizza Cafe,Full-service,West Auckland,1.04,34.87,1919,528,18411.36,487,278,626,16981.69,9693.86,21828.62,0.379930014,0.527670208,0.3,6,1.77,1108.02,1701.21,-3525.4,-2012.45,908.94,0.38,0.35,0.2,0.45,66915.53,-2927.7000000000003,-0.04375217531714985,53.90868966269712,Medium
